"","ID","account_open_date","age","location","occupation","income_level","fico_score","delinquency_status","charge_off_status","number_of_credit_applications","debt_to_income_ratio","payment_methods_high_risk","max_balance","avg_balance_last_12months","number_of_delinquent_accounts","number_of_defaulted_accounts","earliest_credit_account","recent_trade_activity","new_accounts_opened_last_12months","multiple_applications_short_time_period","unusual_submission_pattern","applications_submitted_during_odd_hours","watchlist_blacklist_flag","public_records_flag","number_of_delinquent_accounts_imp"
"1799",1799,45185,25,"New York","Consultant",14530,669,0,FALSE,1,1.468872338,FALSE,49225.77547,44607.80266,0,0,43577,45425,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"1800",1800,44751,67,"Miami","Other",8984,630,107,TRUE,2,2.632430276,TRUE,43813.6586,13388.73877,4,2,44181,45562,4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"1801",1801,44430,40,"Houston","Other",8904,625,0,FALSE,1,1.076341795,TRUE,45016.34748,38424.09038,0,0,42820,45524,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1802",1802,45388,46,"New York","Retail Worker",39588,569,6,FALSE,1,1.369411914,FALSE,12921.45588,7112.956187,2,0,44041,45409,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1803",1803,44764,35,"Houston","Other",8813,605,0,FALSE,1,0.597194142,FALSE,50129.27621,42989.41042,0,0,43126,45548,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1804",1804,44821,48,"New York","Consultant",14880,539,103,FALSE,6,2.549184763,TRUE,22563.91167,10477.14612,3,1,42619,45247,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1805",1805,43868,47,"San Francisco","Lawyer",43940,745,0,FALSE,1,1.375738045,FALSE,20031.75291,12336.8297,0,0,44999,45255,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1806",1806,45410,69,"Miami","Teacher",48726,775,0,FALSE,1,0.887512264,FALSE,55506.81077,34085.06518,0,0,43516,45285,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1807",1807,44064,56,"Dallas","Lawyer",48171,729,0,FALSE,1,1.219760813,FALSE,39042.12284,28481.68986,0,0,45258,45324,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1808",1808,44749,52,"Atlanta","Other",7834,798,0,TRUE,1,1.003972897,FALSE,82340.08096,72245.75167,0,0,44607,45350,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1809",1809,43843,35,"New York","Banker",8079,605.372454090489,21,FALSE,1,1.647495058,FALSE,69874.7609,57975.93833,2,0,44620,45443,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"1810",1810,44825,59,"Boston","Consultant",14919,774,0,FALSE,1,1.264197942,FALSE,25966.02103,20794.15547,0,0,45574,45532,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1811",1811,44437,56,"Miami","Lawyer",54608,798,0,FALSE,1,1.069655826,FALSE,69471.0781,51237.34605,0,0,42142,45264,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1812",1812,44943,34,"Chicago","Consultant",16690,501,0,FALSE,1,1.283784104,FALSE,50805.05491,36411.70721,1,0,43531,45534,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1813",1813,44990,31,"Houston","Teacher",44017,826,0,FALSE,1,2.100852658,FALSE,30386.54741,24604.06386,0,0,43241,45348,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1814",1814,44972,48,"Miami","Accountant",24527,731,0,FALSE,1,1.84481719,FALSE,70783.12605,61874.84706,0,0,42487,45359,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1815",1815,44381,41,"San Francisco","Banker",8058,680,0,FALSE,1,1.837612278,TRUE,76544.62752,59492.64008,0,0,43986,45293,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1816",1816,44255,52,"Dallas","Teacher",28905,523,115,FALSE,1,1.715052997,TRUE,43861.01028,22871.4099,4,1,44437,45543,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1817",1817,44233,61,"Seattle","Accountant",5626,684,0,FALSE,1,0.945673174,FALSE,76758.72626,55707.85171,0,0,42078,45426,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1818",1818,44628,62,"Miami","Software Developer",78425,701,0,FALSE,1,1.943182542,FALSE,96230.20666,65728.97908,0,0,43514,45488,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1819",1819,43882,51,"Los Angeles","Banker",2197,663,0,FALSE,1,1.112339874,FALSE,70510.47845,52768.92677,0,0,45180,45417,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1820",1820,44390,20,"San Francisco","Accountant",44995,696,0,FALSE,1,1.215183317,FALSE,11448.3805,8562.094144,0,0,42170,45503,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"1821",1821,44402,54,"Atlanta","Doctor",3300,674,0,FALSE,1,1.095687631,TRUE,67889.34879,53851.06606,0,0,41966,45425,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1822",1822,44282,60,"Atlanta","Banker",15170,663,0,FALSE,1,0.808977858,FALSE,10205.31944,58162.3101380708,0,0,42826,45331,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1823",1823,44385,57,"Boston","Engineer",56279,689,0,FALSE,1,1.217912285,FALSE,55252.40653,40910.5038,0,0,42774,45411,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1824",1824,44141,43,"Atlanta","Other",2564,501,0,FALSE,1,1.077794565,FALSE,62760.11081,37169.91263,2,0,42951,45553,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1825",1825,43873,72,"San Francisco","Lawyer",55995,464,32,TRUE,3,1.760340433,FALSE,60079.12543,49291.43476,3,2,43756,45553,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"1826",1826,44508,40,"Chicago","Other",8049,821,0,FALSE,1,1.212202896,FALSE,30386.12807,20888.82438,0,0,43410,45343,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1827",1827,44257,61,"Boston","Artist",8320,598,0,FALSE,1,0.914074176,FALSE,49011.22641,31757.08984,2,0,43571,45331,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1828",1828,44465,56,"Dallas","Doctor",31916,675,5,FALSE,1,0.964936033,TRUE,86219.37911,61659.58975,0,0,42081,45379,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1829",1829,44594,32,"Chicago","Engineer",60195,807,12,FALSE,1,1.282551994,FALSE,101214.9823,65432.56918,0,0,43988,45254,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1830",1830,45439,73,"Dallas","Banker",4639,415,113,FALSE,3,1.553316734,FALSE,10235.52196,3312.728202,3,1,45190,45481,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1831",1831,44058,66,"Miami","Other",5986,383,107,TRUE,3,3.255885322,FALSE,38283.85023,13958.26662,4,1,43016,45437,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1832",1832,45310,21,"Los Angeles","Other",3316,492,98,TRUE,5,2.898004562,TRUE,31012.02136,7916.370434,4,1,43080,45551,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"1833",1833,45148,46,"Atlanta","Banker",9642,688,0,FALSE,1,1.22003461,FALSE,71218.34865,56161.25458,0,0,43736,45450,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1834",1834,44885,39,"Los Angeles","Consultant",13401,362,92,TRUE,3,1.652423991,TRUE,37187.87206,8338.266096,4,2,43248,45473,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1835",1835,44139,42,"Atlanta","Teacher",38291,752,0,TRUE,1,1.023594702,FALSE,80705.65962,62741.03792,0,0,42179,45556,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1836",1836,45093,30,"Seattle","Other",3386,837,26,FALSE,1,0.92153836,FALSE,70255.49394,50338.40739,0,0,45356,45333,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1837",1837,45579,35,"Chicago","Other",9743,525,0,FALSE,1,0.877177884,TRUE,9823.076469,7148.993328,2,1,44452,45340,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1838",1838,44421,50,"Seattle","Teacher",40762,636,0,FALSE,1,1.065949375,FALSE,93920.47244,68136.02657,0,0,42664,45233,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1839",1839,44562,33,"Miami","Retail Worker",16606,650.006143191198,103,TRUE,5,1.880666113,TRUE,45916.61177,17867.53754,3,2,44564,45354,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1840",1840,44539,62,"San Francisco","Teacher",34884,425,0,FALSE,1,1.417650273,FALSE,16764.57367,12059.23881,4,2,45516,45409,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1841",1841,43982,59,"Los Angeles","Lawyer",46520,656,0,FALSE,1,1.126707665,FALSE,40052.34387,25763.55193,0,0,42053,45365,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1842",1842,45134,61,"Los Angeles","Other",2208,712,0,FALSE,1,0.703951837,FALSE,49758.68577,31481.49727,0,0,43491,45326,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1843",1843,43952,19,"San Francisco","Accountant",27904,683,0,FALSE,1,1.020007275,TRUE,44288.70196,33849.51807,0,0,42584,45505,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1844",1844,43997,72,"Miami","Teacher",42259,696,0,FALSE,1,1.16225538,FALSE,48805.60138,32634.81017,0,0,44732,45508,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1845",1845,44109,52,"Miami","Accountant",53537,555,0,FALSE,1,1.035273225,FALSE,66572.17357,42691.504,1,1,45272,45583,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1846",1846,45041,59,"Boston","Engineer",6818,789,16,FALSE,1,2.213996001,FALSE,61448.7407,36389.27479,0,0,44213,45369,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1847",1847,45558,51,"Seattle","Banker",7260,749,0,FALSE,1,0.835993358,FALSE,11377.33371,8146.207126,0,0,42798,45556,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1848",1848,44071,47,"Atlanta","Accountant",26970,778,18,TRUE,1,1.40951763,FALSE,14050.39391,9911.564141,0,0,45110,45353,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1849",1849,45161,72,"Chicago","Teacher",37366,519,0,FALSE,1,1.923345312,TRUE,49231.61911,37296.12133,2,0,44975,45254,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1850",1850,44697,30,"Boston","Other",7235,536,95,FALSE,8,1.81865754,TRUE,33888.31965,8630.155149,4,1,43575,45283,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1851",1851,44129,30,"San Francisco","Other",2907,559,105,TRUE,2,1.630398093,TRUE,45738.59216,13089.87411,4,1,43930,45462,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1852",1852,44858,35,"San Francisco","Retail Worker",21891,430,0,FALSE,1,1.901443964,FALSE,66502.32225,52577.49761,4,1,42564,45532,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1853",1853,45084,49,"New York","Teacher",55680,605,0,FALSE,1,1.533539183,FALSE,53350.14759,35486.3582,0,0,43598,45319,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1854",1854,44400,49,"Houston","Teacher",37290,396,94,TRUE,2,2.161607794,TRUE,12664.51953,4419.618705,3,1,42396,45305,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1855",1855,44837,52,"Atlanta","Teacher",32484,750,0,FALSE,1,0.928432158,FALSE,34019.22549,43368.3829208115,0,0,45184,45297,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1856",1856,43798,56,"Atlanta","Banker",2353,643,105,TRUE,4,3.189437292,TRUE,2803.02911,1266.405779,3,2,43163,45278,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1857",1857,44861,63,"Miami","Other",4993,511,110,TRUE,3,1.14419673,TRUE,14037.94879,4997.711865,3,2,44552,45486,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1858",1858,44778,69,"New York","Artist",18281,778,0,FALSE,1,1.34384242,FALSE,27937.61289,16540.89885,0,0,44378,45485,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1859",1859,44597,46,"Los Angeles","Other",2763,654,0,FALSE,1,1.984178157,FALSE,70461.18209,44232.34925,0,0,44885,45278,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"1860",1860,44795,66,"Atlanta","Accountant",41828,612.640087743803,2,FALSE,1,1.873426641,FALSE,62176.0994,59775.30927,0,0,42865,45436,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1861",1861,45376,46,"Los Angeles","Consultant",16216,463,101,FALSE,3,2.950772898,TRUE,28786.61607,9602.594488,4,1,45345,45574,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1862",1862,44279,70,"Dallas","Consultant",13435,723,0,FALSE,1,0.668224967,FALSE,12202.24077,8375.316601,0,0,43926,45319,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1863",1863,45055,61,"Chicago","Teacher",52982,655,0,FALSE,1,1.556667257,FALSE,24548.42048,16665.29034,0,0,44819,45232,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1864",1864,45207,74,"New York","Accountant",47380,710,0,FALSE,1,2.131440594,FALSE,100585.2806,60243.99979,0,0,42718,45535,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1865",1865,43824,33,"Chicago","Banker",3073,632,0,FALSE,1,0.850669112,FALSE,80386.11922,68214.45866,0,0,43578,45458,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1866",1866,45371,73,"Seattle","Teacher",45299,601,0,FALSE,1,0.58259171,FALSE,79977.94984,26350.7399921203,0,0,45431,45437,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1867",1867,44733,61,"Boston","Software Developer",59775,649,0,FALSE,1,1.004737164,FALSE,31170.92398,22889.56977,0,0,42839,45435,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1868",1868,45555,64,"New York","Banker",3915,713,0,FALSE,1,1.648090694,TRUE,45621.086,46284.76676,0,0,44449,45444,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1869",1869,44032,74,"Chicago","Consultant",2915,649,0,FALSE,1,1.302508522,FALSE,106594.3482,83301.33264,0,0,44282,45294,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1870",1870,44582,27,"Los Angeles","Artist",10877,744,0,FALSE,1,1.282733657,FALSE,82678.75931,61642.26249,0,0,42509,45274,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1871",1871,45064,47,"Houston","Other",5533,626,5,FALSE,1,0.798995655,TRUE,22656.85523,13595.74919,0,0,44218,45381,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1872",1872,45399,42,"San Francisco","Accountant",44742,731,0,FALSE,1,0.720271225,FALSE,45683.26854,27937.80084,0,0,44680,45436,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1873",1873,45350,56,"San Francisco","Consultant",15122,738,0,TRUE,1,1.593954078,FALSE,68191.4798,46709.69691,0,0,45547,45388,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1874",1874,45162,37,"Atlanta","Banker",6727,723,0,FALSE,1,1.539007374,FALSE,106604.1259,84447.64536,0,0,43118,45450,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"1875",1875,43924,22,"Boston","Other",4582,511,113,TRUE,1,2.553837287,FALSE,31514.08271,17821.09886,3,2,44555,45239,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1876",1876,45530,18,"New York","Accountant",21328,511,106,TRUE,9,3.12610123,FALSE,48901.81642,11660.85678,3,1,44586,45250,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1877",1877,44139,47,"Seattle","Banker",8991,691,0,FALSE,1,0.932689217,FALSE,43393.96967,32855.27188,0,0,45576,45264,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1878",1878,45047,66,"Chicago","Banker",5056,544,113,TRUE,6,2.209013497,TRUE,40637.26916,10570.58403,4,2,42083,45390,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1879",1879,45387,20,"Seattle","Accountant",25388,519,30,FALSE,1,1.770753201,FALSE,66851.4882,33553.01894,2,1,44558,45569,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1880",1880,44758,62,"San Francisco","Teacher",27500,559,0,FALSE,1,1.247992976,FALSE,77939.73706,49426.75628,1,1,42078,45571,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1881",1881,45527,31,"San Francisco","Retail Worker",54409,366,98,FALSE,3,3.190575841,FALSE,20320.78918,10093.36395,4,2,42276,45453,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1882",1882,44425,73,"Boston","Engineer",71507,537,33,FALSE,1,2.020820464,TRUE,46181.93181,31306.38248,1,0,43377,45364,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1883",1883,45514,47,"Los Angeles","Other",7514,667,0,FALSE,1,0.948233139,FALSE,87384.22703,60085.32231,0,0,42748,45454,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1884",1884,45336,67,"Seattle","Software Developer",66489,750,7,FALSE,1,1.017153013,FALSE,27232.13828,21116.54428,0,0,42107,45340,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1885",1885,45053,21,"Chicago","Doctor",96591,456,94,TRUE,4,1.698831557,FALSE,42792.66013,21462.47816,4,1,44459,45398,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1886",1886,44232,35,"Dallas","Teacher",15303,557,0,FALSE,1,1.231313044,FALSE,57179.96547,40663.04255,1,1,42788,45306,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1887",1887,45089,54,"San Francisco","Retail Worker",21220,630,6,TRUE,1,1.172120041,FALSE,90552.43332,59324.2704249061,0,0,42546,45391,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1888",1888,44483,42,"Atlanta","Banker",3547,800,0,FALSE,1,1.423059962,FALSE,91833.56074,75889.18557,0,0,44298,45334,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"1889",1889,44905,65,"San Francisco","Teacher",39172,620,0,FALSE,1,1.608719532,FALSE,59951.23377,40939.75486,0,0,45223,45293,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1890",1890,44071,18,"Dallas","Other",6029,776,0,FALSE,1,0.562138586,FALSE,76709.64765,59448.96869,0,0,42778,45265,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1891",1891,45372,70,"Houston","Other",9455,681,0,FALSE,1,0.949900756,FALSE,13207.13113,9031.181256,0,0,43419,45443,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1892",1892,44594,63,"San Francisco","Other",5255,619,0,FALSE,1,2.040401528,TRUE,25178.45951,22278.11638,0,0,44693,45381,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"1893",1893,44868,32,"New York","Accountant",45344,738,0,FALSE,1,1.121644949,FALSE,72482.80858,60168.67669,0,0,43810,45365,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1894",1894,45524,26,"Chicago","Doctor",13977,512,106,TRUE,4,2.109560104,TRUE,51239.97124,18647.11843,3,2,43017,45566,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"1895",1895,44664,32,"Boston","Teacher",49758,408,93,TRUE,10,1.904319262,TRUE,50566.39441,55851.8508100155,4,2,43912,45382,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1896",1896,44335,66,"Dallas","Engineer",95565,712,8,FALSE,1,1.339588482,FALSE,42836.78925,31919.6442,0,0,44913,45485,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1897",1897,44442,74,"Atlanta","Engineer",54741,610.74123641584,18,FALSE,1,1.167204665,FALSE,14979.01266,10177.61106,0,0,44899,45387,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1898",1898,45546,41,"Dallas","Banker",7635,757,8,FALSE,2,2.3019801,FALSE,81553.20734,50328.50763,0,0,42495,45445,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1899",1899,43913,21,"Los Angeles","Artist",20251,569,0,FALSE,1,1.039768702,TRUE,78586.16471,55598.90326,2,0,44046,45332,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1900",1900,45086,29,"Miami","Banker",4453,452,105,TRUE,1,7.469581918,TRUE,19964.53694,4373.22339,3,1,45181,45329,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1901",1901,44386,54,"Miami","Engineer",35547,619,115,TRUE,7,1.220764672,TRUE,1417.173666,660.0955178,3,2,42396,45415,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1902",1902,44284,54,"Boston","Accountant",56669,357,106,TRUE,8,1.174016542,TRUE,2800.046188,1487.844733,4,1,44662,45391,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1903",1903,44775,60,"Houston","Consultant",15079,497,93,TRUE,2,2.146259641,TRUE,33512.25056,15761.53874,4,1,44516,45427,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1904",1904,44689,23,"Seattle","Accountant",49363,693,0,FALSE,1,0.97371581,FALSE,46385.65267,33354.08499,0,0,42428,45369,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1905",1905,44162,56,"Miami","Consultant",16001,714,0,FALSE,1,1.251722939,FALSE,79263.7804,52350.41479,0,0,44724,45256,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1906",1906,45091,73,"Boston","Software Developer",53565,723,0,FALSE,1,1.799395359,TRUE,45301.38553,45899.7550384797,0,0,45274,45236,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1907",1907,44588,63,"Houston","Other",2455,676,0,FALSE,1,2.183788545,TRUE,34041.88818,38975.9846029716,0,0,44650,45532,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1908",1908,44514,41,"Los Angeles","Banker",5739,678,0,FALSE,1,1.475646373,FALSE,57191.79225,53340.26356,0,0,45501,45319,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1909",1909,43819,28,"Chicago","Doctor",92798,733,0,FALSE,1,1.96623606,FALSE,69296.29999,47964.24335,0,0,44421,45565,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1910",1910,44524,30,"Los Angeles","Software Developer",58325,644,0,FALSE,1,1.119445433,FALSE,32984.97302,29989.5342,0,0,44614,45394,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1911",1911,44866,51,"Dallas","Artist",5065,572,2,FALSE,1,1.472523934,FALSE,89248.18305,63671.86304,1,1,43524,45579,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1912",1912,43793,42,"Chicago","Other",9062,606,0,FALSE,1,1.495414539,FALSE,70660.3586,57545.47536,0,0,42219,45463,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1913",1913,45231,24,"Boston","Accountant",46489,408,95,TRUE,5,1.847936419,TRUE,21952.77716,7916.437973,3,1,42778,45527,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"1914",1914,44994,69,"Los Angeles","Lawyer",66316,485,115,TRUE,7,2.737070263,FALSE,12767.18125,3458.794918,3,1,43908,45535,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1915",1915,45058,21,"San Francisco","Other",7606,673,61,TRUE,1,1.576360085,FALSE,9430.397282,5308.208597,1,1,44879,45393,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"1916",1916,44230,25,"San Francisco","Banker",5219,622,0,FALSE,1,2.247117991,FALSE,23327.91962,15454.84038,0,0,43352,45266,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1917",1917,45060,37,"Los Angeles","Accountant",33894,594,0,FALSE,1,1.713596986,FALSE,89467.5985,59671.96827,2,0,44373,45428,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1918",1918,44190,46,"Dallas","Artist",5224,706,0,FALSE,1,1.611296779,FALSE,77739.9047,61458.21234,0,0,42594,45532,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1919",1919,43881,71,"Dallas","Doctor",74946,831,7,FALSE,1,2.018167261,FALSE,40919.124,26464.63019,0,0,43819,45561,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1920",1920,44960,70,"Miami","Other",4147,579,0,FALSE,1,1.309985039,FALSE,73263.57562,47344.54144,1,0,44625,45489,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1921",1921,44928,68,"Chicago","Accountant",47799,617,0,FALSE,1,1.113195425,FALSE,36448.09474,19598.9258233456,0,0,42211,45375,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1922",1922,44680,62,"Chicago","Other",2772,452,0,FALSE,1,0.561083777,FALSE,60315.42983,33679.66965,3,2,44572,45422,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1923",1923,43778,63,"Chicago","Artist",15225,403,115,FALSE,8,1.521176241,TRUE,27136.99359,5654.269514,4,2,44497,45406,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"1924",1924,45049,27,"San Francisco","Engineer",13568,303,102,TRUE,9,3.285083394,FALSE,48002.97355,15760.70633,4,1,42699,45406,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1925",1925,44839,60,"Dallas","Banker",8449,673,0,FALSE,1,2.070278046,FALSE,74299.59158,65322.4379,0,0,43992,45355,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"1926",1926,44441,51,"Houston","Other",4809,752,3,FALSE,1,0.708097404,FALSE,33077.96814,23228.65291,0,0,44575,45529,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1927",1927,43821,74,"Los Angeles","Other",6845,539,47,FALSE,2,1.459929286,TRUE,37054.72681,18184.38837,1,0,44302,45337,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"1928",1928,45088,43,"Houston","Artist",8647,512,105,TRUE,10,3.24729451,TRUE,4001.372338,1077.313833,4,2,42358,45375,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1929",1929,44386,58,"Houston","Consultant",14710,612,0,FALSE,1,1.182806313,FALSE,79090.32786,69256.22727,0,0,42754,45437,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1930",1930,44343,66,"Houston","Banker",6835,670,0,FALSE,1,1.230446336,FALSE,94680.6371,67328.54897,0,0,43264,45332,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1931",1931,43933,20,"Boston","Artist",11825,680,0,FALSE,1,1.6963028,FALSE,70470.60124,64060.8855042182,0,0,44999,45270,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1932",1932,44924,73,"New York","Doctor",67689,745,0,FALSE,1,1.331475411,FALSE,52970.14094,20217.0706047324,0,0,42896,45424,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"1933",1933,44861,23,"San Francisco","Retail Worker",10137,713,6,FALSE,1,1.830821249,FALSE,68156.40449,52120.28991,0,0,42444,45282,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
